2,global_rounds,id_list
3,0,"[76, 72, 42, 26, 88, 69, 30, 60, 46, 61, 71, 63, 87, 2, 97, 81, 65, 29, 43, 59, 31, 17, 99, 4, 55, 48, 13, 14, 49, 39, 7, 44, 80, 41, 98, 10, 22, 11, 96, 6, 18, 94, 82, 53, 73, 28, 70, 12, 89, 93, 91, 9, 83, 33, 23, 0, 74, 1, 79, 20, 51, 68, 37, 40, 90, 24, 92, 78, 52, 35, 50, 58, 64, 19, 77, 75, 8, 67, 86, 21, 84, 25, 47, 95, 16, 62, 38, 56, 45, 57, 54, 66, 3, 34, 27, 85, 5, 15, 36, 32]"
4,1,"[33, 41, 75, 88, 35, 53, 1, 14, 11, 89, 97, 32, 13, 29, 77, 46, 20, 24, 36, 70, 79, 61, 72, 71, 28, 60, 76, 4, 37, 31, 51, 22, 68, 56, 49, 67, 74, 95, 55, 8, 3, 98, 86, 38, 10, 63, 82, 39, 83, 94, 66, 62, 2, 92, 25, 23, 6, 78, 9, 18, 19, 43, 65, 48, 47, 81, 17, 93, 21, 15, 84, 0, 7, 27, 44, 42, 57, 85, 34, 52, 40, 69, 30, 80, 90, 58, 54, 91, 96, 12, 45, 99, 26, 16, 50, 59, 64, 73, 87, 5]"
5,2,"[60, 65, 5, 12, 92, 62, 14, 20, 49, 44, 3, 75, 93, 47, 9, 48, 95, 7, 35, 84, 6, 66, 52, 56, 23, 15, 32, 31, 40, 21, 22, 87, 88, 71, 68, 63, 80, 4, 89, 98, 25, 77, 69, 64, 94, 58, 36, 96, 1, 74, 76, 19, 81, 70, 90, 41, 24, 55, 39, 99, 50, 10, 51, 13, 83, 54, 46, 28, 59, 73, 8, 91, 97, 11, 43, 85, 37, 34, 61, 45, 30, 0, 29, 72, 53, 17, 42, 27, 67, 57, 82, 33, 79, 78, 18, 16, 2, 26, 86, 38]"
6,3,"[25, 52, 54, 77, 17, 1, 73, 48, 19, 37, 49, 99, 11, 90, 80, 55, 7, 59, 21, 36, 84, 97, 69, 83, 71, 85, 16, 31, 95, 29, 24, 57, 27, 56, 44, 79, 88, 33, 51, 62, 30, 10, 50, 91, 4, 67, 12, 42, 65, 28, 61, 41, 93, 13, 3, 39, 43, 26, 32, 20, 34, 40, 86, 22, 45, 18, 98, 64, 94, 72, 75, 38, 74, 46, 15, 92, 81, 9, 6, 76, 60, 58, 63, 2, 53, 14, 96, 23, 47, 82, 5, 35, 89, 70, 68, 78, 87, 66, 8, 0]"
7,4,"[48, 94, 82, 23, 31, 56, 90, 42, 85, 51, 36, 55, 18, 73, 12, 50, 87, 26, 80, 46, 66, 52, 77, 37, 74, 69, 19, 5, 7, 49, 67, 41, 99, 24, 76, 78, 95, 8, 15, 75, 68, 38, 71, 84, 25, 10, 14, 54, 3, 29, 21, 58, 98, 44, 1, 88, 83, 20, 30, 70, 32, 86, 64, 92, 13, 53, 59, 97, 16, 47, 81, 33, 40, 57, 34, 39, 89, 96, 28, 93, 91, 79, 62, 22, 11, 17, 43, 60, 65, 61, 0, 9, 2, 45, 72, 63, 4, 6, 35, 27]"
8,5,"[43, 87, 85, 73, 35, 36, 60, 83, 65, 71, 4, 97, 78, 47, 91, 51, 9, 25, 6, 75, 48, 34, 11, 1, 88, 15, 18, 58, 77, 86, 96, 50, 19, 49, 64, 39, 17, 72, 82, 70, 67, 30, 56, 63, 81, 52, 76, 3, 24, 29, 22, 31, 62, 90, 95, 28, 13, 10, 69, 93, 46, 57, 32, 45, 12, 79, 40, 42, 68, 33, 59, 92, 16, 44, 23, 66, 53, 7, 21, 38, 0, 61, 8, 5, 94, 41, 26, 54, 2, 99, 27, 37, 89, 55, 98, 80, 84, 14, 74, 20]"
9,6,"[52, 53, 12, 46, 61, 78, 11, 20, 92, 97, 88, 63, 23, 86, 14, 55, 42, 76, 62, 40, 69, 33, 49, 84, 27, 58, 65, 44, 95, 59, 81, 24, 93, 7, 19, 29, 90, 35, 2, 91, 70, 10, 85, 60, 36, 66, 31, 99, 28, 77, 57, 38, 47, 16, 64, 45, 41, 72, 67, 43, 71, 22, 25, 68, 0, 3, 48, 50, 18, 80, 32, 34, 17, 79, 94, 56, 75, 37, 39, 73, 6, 15, 89, 87, 1, 21, 13, 9, 98, 82, 51, 26, 5, 4, 8, 96, 54, 30, 74, 83]"
10,7,"[89, 3, 2, 73, 80, 38, 48, 27, 7, 85, 33, 9, 49, 10, 86, 97, 83, 11, 92, 95, 12, 93, 61, 70, 99, 68, 72, 96, 28, 84, 55, 45, 6, 90, 26, 57, 41, 54, 77, 91, 29, 66, 16, 30, 47, 8, 71, 32, 79, 63, 76, 62, 82, 39, 88, 5, 43, 56, 52, 31, 69, 53, 51, 40, 15, 17, 94, 37, 98, 87, 60, 23, 25, 0, 46, 22, 58, 13, 81, 44, 75, 50, 18, 59, 19, 65, 34, 36, 42, 1, 14, 4, 21, 74, 24, 78, 35, 67, 20, 64]"
11,8,"[39, 17, 46, 18, 94, 83, 82, 62, 84, 95, 21, 15, 42, 20, 98, 81, 3, 61, 78, 22, 72, 90, 89, 75, 97, 13, 32, 86, 99, 74, 5, 65, 76, 87, 38, 71, 47, 91, 34, 58, 28, 96, 16, 30, 50, 85, 77, 36, 10, 19, 11, 52, 80, 2, 14, 37, 70, 44, 12, 53, 79, 33, 4, 49, 23, 68, 63, 6, 1, 7, 66, 24, 9, 29, 27, 67, 26, 25, 92, 0, 57, 48, 51, 59, 56, 73, 69, 40, 64, 88, 55, 93, 43, 31, 8, 35, 45, 60, 41, 54]"
12,9,"[77, 41, 61, 33, 8, 83, 29, 2, 96, 23, 53, 10, 43, 44, 93, 71, 16, 85, 76, 27, 26, 7, 95, 80, 37, 73, 89, 52, 14, 63, 74, 40, 69, 68, 20, 0, 79, 75, 22, 35, 70, 97, 49, 30, 21, 46, 60, 78, 88, 57, 18, 31, 36, 55, 28, 65, 42, 45, 72, 6, 4, 58, 81, 13, 67, 59, 25, 19, 38, 86, 98, 50, 64, 24, 94, 84, 47, 82, 34, 90, 5, 66, 51, 54, 56, 1, 12, 48, 62, 17, 39, 3, 15, 92, 87, 11, 32, 99, 91, 9]"
13,10,"[28, 36, 96, 70, 39, 13, 40, 64, 25, 27, 15, 52, 18, 86, 60, 90, 37, 22, 47, 55, 88, 81, 32, 33, 45, 53, 82, 16, 67, 0, 89, 93, 57, 87, 99, 94, 77, 65, 46, 42, 1, 76, 54, 92, 72, 4, 7, 5, 69, 29, 95, 51, 85, 35, 17, 68, 20, 61, 62, 75, 48, 14, 50, 98, 19, 11, 23, 43, 80, 56, 91, 97, 59, 58, 38, 24, 71, 26, 78, 41, 3, 49, 12, 73, 66, 84, 30, 8, 44, 2, 74, 63, 34, 10, 21, 31, 83, 79, 6, 9]"
14,11,"[10, 36, 50, 58, 85, 9, 71, 78, 68, 8, 6, 3, 31, 90, 83, 56, 20, 57, 45, 16, 1, 33, 42, 48, 43, 65, 13, 76, 25, 11, 97, 66, 26, 69, 46, 41, 28, 74, 70, 82, 61, 17, 99, 94, 39, 88, 96, 24, 21, 86, 98, 92, 5, 67, 64, 54, 34, 30, 89, 51, 59, 84, 0, 95, 55, 35, 12, 37, 72, 77, 7, 79, 60, 32, 49, 73, 38, 91, 22, 93, 23, 62, 29, 4, 2, 15, 19, 52, 80, 40, 87, 63, 75, 18, 27, 14, 53, 44, 47, 81]"
