2,global_rounds,id_list
3,0,"[93, 19, 0, 46, 52, 77, 80, 79, 34, 44, 20, 36, 15, 9, 43, 12, 25, 16, 3, 62, 40, 31, 49, 91, 76, 64, 38, 86, 92, 10, 55, 90, 72, 41, 37, 51, 47, 89, 23, 26, 29, 1, 22, 81, 30, 28, 58, 87, 17, 97, 13, 88, 67, 70, 50, 4, 39, 42, 83, 35, 73, 63, 2, 21, 48, 6, 54, 24, 33, 84, 96, 18, 69, 85, 60, 74, 32, 99, 7, 11]"
4,1,"[60, 84, 74, 81, 76, 14, 94, 52, 92, 3, 86, 89, 40, 77, 67, 41, 45, 55, 9, 29, 24, 36, 26, 87, 64, 68, 75, 80, 23, 39, 49, 25, 97, 17, 38, 69, 96, 90, 99, 47, 12, 73, 11, 43, 20, 2, 35, 95, 16, 48, 19, 53, 46, 37, 78, 61, 50, 33, 93, 42, 82, 70, 7, 83, 51, 66, 98, 13, 62, 31, 15, 65, 1, 59, 79, 71, 85, 30, 27, 18]"
5,2,"[34, 36, 16, 17, 72, 19, 32, 51, 73, 28, 11, 49, 75, 20, 0, 67, 48, 85, 45, 83, 77, 62, 54, 24, 84, 44, 94, 78, 97, 3, 40, 68, 9, 30, 88, 80, 53, 7, 18, 57, 96, 6, 12, 95, 92, 56, 93, 71, 15, 79, 8, 58, 50, 35, 39, 13, 90, 22, 61, 82, 42, 89, 74, 52, 55, 2, 25, 70, 60, 14, 31, 91, 26, 38, 59, 86, 29, 4, 41, 81]"
6,3,"[26, 23, 13, 58, 52, 77, 86, 57, 54, 62, 56, 66, 10, 44, 87, 14, 91, 21, 76, 24, 73, 40, 37, 3, 11, 7, 65, 51, 92, 84, 38, 8, 93, 47, 75, 83, 22, 70, 46, 29, 94, 80, 42, 6, 19, 48, 45, 0, 36, 4, 81, 60, 39, 27, 49, 88, 35, 89, 17, 30, 18, 12, 90, 74, 63, 28, 50, 25, 55, 5, 67, 82, 78, 69, 59, 32, 61, 33, 34, 98]"
7,4,"[63, 21, 93, 35, 61, 85, 3, 49, 59, 55, 78, 86, 58, 32, 69, 60, 27, 45, 51, 77, 0, 56, 12, 14, 42, 4, 33, 75, 29, 87, 6, 79, 89, 31, 48, 65, 43, 8, 20, 64, 72, 41, 15, 26, 68, 7, 71, 74, 57, 10, 16, 62, 47, 84, 44, 13, 50, 90, 70, 36, 54, 37, 34, 38, 66, 88, 9, 1, 82, 95, 97, 25, 52, 40, 23, 22, 98, 94, 83, 17]"
8,5,"[8, 17, 11, 25, 70, 54, 86, 80, 91, 39, 55, 58, 76, 38, 47, 94, 34, 49, 50, 69, 89, 26, 1, 48, 35, 23, 20, 83, 66, 77, 60, 37, 78, 14, 81, 0, 10, 32, 93, 98, 15, 33, 30, 22, 92, 51, 6, 82, 67, 36, 84, 61, 29, 7, 65, 62, 59, 4, 3, 95, 73, 13, 56, 45, 68, 28, 18, 46, 96, 9, 43, 53, 41, 85, 44, 12, 87, 64, 2, 40]"
9,6,"[45, 35, 49, 5, 59, 63, 48, 79, 92, 74, 36, 4, 0, 19, 3, 55, 53, 98, 20, 26, 73, 77, 67, 61, 56, 65, 72, 11, 57, 82, 54, 10, 83, 94, 16, 52, 2, 66, 37, 23, 76, 32, 39, 96, 29, 30, 70, 6, 31, 50, 58, 68, 62, 78, 87, 28, 51, 27, 22, 42, 71, 8, 25, 14, 38, 90, 89, 18, 33, 40, 60, 7, 95, 47, 80, 13, 34, 64, 88, 9]"
10,7,"[92, 43, 15, 37, 6, 68, 23, 62, 59, 63, 71, 26, 97, 22, 18, 90, 48, 30, 91, 44, 94, 49, 45, 2, 81, 29, 84, 69, 17, 98, 96, 79, 36, 88, 1, 57, 87, 66, 82, 25, 72, 64, 39, 19, 76, 52, 78, 51, 8, 93, 24, 73, 89, 83, 75, 31, 3, 60, 61, 77, 34, 47, 4, 53, 28, 40, 0, 50, 12, 16, 95, 67, 41, 32, 56, 38, 58, 10, 20, 86]"
11,8,"[23, 50, 12, 55, 58, 74, 81, 44, 98, 49, 77, 89, 54, 79, 80, 96, 51, 91, 66, 82, 59, 33, 16, 29, 45, 22, 19, 37, 21, 13, 11, 93, 3, 46, 40, 84, 61, 71, 88, 90, 38, 6, 39, 25, 52, 9, 32, 42, 27, 68, 65, 48, 31, 76, 56, 63, 1, 0, 94, 53, 4, 24, 34, 95, 62, 73, 14, 60, 47, 83, 36, 18, 75, 72, 30, 17, 97, 86, 64, 5]"
12,9,"[36, 42, 20, 70, 44, 59, 92, 93, 96, 8, 73, 60, 37, 6, 43, 54, 86, 57, 23, 11, 41, 76, 15, 78, 49, 22, 61, 63, 31, 26, 19, 48, 10, 24, 5, 0, 56, 13, 71, 38, 89, 55, 74, 40, 50, 68, 29, 53, 65, 39, 21, 4, 17, 69, 58, 34, 67, 98, 45, 7, 77, 32, 35, 64, 3, 72, 66, 9, 80, 25, 51, 75, 94, 28, 30, 62, 99, 91, 82, 87]"
13,10,"[2, 83, 70, 78, 61, 0, 23, 54, 36, 25, 35, 6, 14, 55, 22, 1, 59, 3, 16, 15, 72, 69, 49, 63, 67, 66, 71, 57, 74, 26, 43, 39, 32, 52, 92, 17, 51, 28, 84, 24, 9, 34, 33, 27, 45, 12, 40, 86, 76, 44, 48, 80, 62, 30, 31, 81, 87, 4, 20, 93, 46, 19, 21, 95, 68, 42, 85, 53, 65, 37, 38, 50, 11, 64, 7, 97, 47, 18, 79, 88]"
