1,0,4296,1432,0.08182857142857143,False,False,"[2, 0, 0, 0, 0, 0, 876, 1, 0, 4849]"
2,1,31,11,0.0006,False,False,"[0, 16, 0, 0, 0, 0, 1, 0, 0, 25]"
3,2,1552,518,0.02957142857142857,False,False,"[0, 0, 0, 0, 0, 0, 0, 0, 2069, 1]"
4,3,3881,1294,0.07392857142857143,False,False,"[0, 0, 5175, 0, 0, 0, 0, 0, 0, 0]"
5,4,450,151,0.008585714285714285,False,False,"[0, 0, 588, 3, 0, 0, 0, 0, 9, 1]"
6,5,5076,1693,0.0967,False,False,"[6769, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
7,6,492,164,0.009371428571428572,False,False,"[49, 0, 1, 304, 0, 0, 1, 0, 8, 293]"
8,7,4559,1520,0.08684285714285714,False,False,"[45, 0, 0, 0, 0, 6034, 0, 0, 0, 0]"
9,8,2213,738,0.04215714285714286,False,False,"[0, 37, 236, 2664, 0, 14, 0, 0, 0, 0]"
10,9,732,244,0.013942857142857142,False,False,"[0, 0, 0, 94, 0, 0, 284, 0, 5, 593]"
11,10,3368,1123,0.06415714285714286,False,False,"[1, 1145, 0, 3345, 0, 0, 0, 0, 0, 0]"
12,11,5265,1755,0.10028571428571428,False,False,"[39, 0, 0, 0, 6981, 0, 0, 0, 0, 0]"
13,12,1305,435,0.024857142857142855,False,False,"[1, 0, 777, 32, 0, 920, 0, 0, 10, 0]"
14,13,1698,567,0.032357142857142855,False,False,"[0, 416, 28, 12, 0, 2, 2, 1805, 0, 0]"
15,14,3959,1320,0.07541428571428571,False,False,"[0, 0, 59, 0, 0, 29, 0, 5191, 0, 0]"
16,15,4785,1596,0.09115714285714285,False,False,"[1, 0, 0, 545, 0, 0, 5835, 0, 0, 0]"
17,16,3453,1152,0.06578571428571428,False,False,"[0, 0, 133, 0, 18, 0, 0, 2, 4452, 0]"
18,17,339,114,0.0064714285714285716,False,False,"[3, 0, 2, 0, 0, 0, 0, 1, 447, 0]"
19,18,4105,1369,0.0782,False,False,"[89, 5385, 0, 0, 0, 0, 0, 0, 0, 0]"
20,19,933,312,0.017785714285714287,False,False,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 1238]"
