1,id,select_time,isRichResource,last_select
2,0,0,False,0
3,1,0,False,0
4,2,0,False,0
5,3,0,False,0
6,4,0,False,0
7,5,0,False,0
8,6,1,False,1
9,7,0,False,0
10,8,0,False,0
11,9,1,False,1
12,10,1,False,3
13,11,0,False,0
14,12,0,False,0
15,13,0,False,0
16,14,0,False,0
17,15,0,False,0
18,16,1,False,2
19,17,0,False,0
20,18,0,False,0
21,19,0,False,0
22,20,0,False,0
23,21,1,False,2
24,22,2,False,3
25,23,0,False,0
26,24,1,False,2
27,25,0,False,0
28,26,1,False,3
29,27,0,False,0
30,28,0,False,0
31,29,1,False,3
32,30,0,False,0
33,31,0,False,0
34,32,0,False,0
35,33,0,False,0
36,34,0,False,0
37,35,0,False,0
38,36,0,False,0
39,37,0,False,0
40,38,0,False,0
41,39,0,False,0
42,40,2,False,2
43,41,0,False,0
44,42,0,False,0
45,43,0,False,0
46,44,0,False,0
47,45,1,False,2
48,46,0,False,0
49,47,0,False,0
50,48,0,False,0
51,49,0,False,0
52,50,0,False,0
53,51,0,False,0
54,52,0,False,0
55,53,0,False,0
56,54,0,False,0
57,55,1,False,2
58,56,2,False,2
59,57,0,False,0
60,58,2,False,2
61,59,1,False,2
62,60,0,False,0
63,61,1,False,3
64,62,0,False,0
65,63,0,False,0
66,64,0,False,0
67,65,0,False,0
68,66,2,False,2
69,67,1,False,3
70,68,0,False,0
71,69,1,False,1
72,70,1,False,3
73,71,0,False,0
74,72,0,False,0
75,73,1,False,1
76,74,0,False,0
77,75,0,False,0
78,76,0,False,0
79,77,0,False,0
80,78,0,False,0
81,79,1,False,3
82,80,1,False,3
83,81,0,False,0
84,82,0,False,0
85,83,1,False,1
86,84,0,False,0
87,85,0,False,0
88,86,0,False,0
89,87,1,False,3
90,88,0,False,0
91,89,0,False,0
92,90,0,False,0
93,91,0,False,0
94,92,0,False,0
95,93,0,False,0
96,94,0,False,0
97,95,0,False,0
98,96,0,False,0
99,97,0,False,0
100,98,0,False,0
101,99,0,False,0
1,id,select_time,isRichResource,last_select
2,0,0,False,0
3,1,0,False,0
4,2,0,False,0
5,3,0,False,0
6,4,0,False,0
7,5,0,False,0
8,6,1,False,1
9,7,0,False,0
10,8,0,False,0
11,9,1,False,1
12,10,1,False,3
13,11,0,False,0
14,12,0,False,0
15,13,0,False,0
16,14,0,False,0
17,15,0,False,0
18,16,1,False,2
19,17,0,False,0
