1,id,select_time,isRichResource,last_select
2,0,0,False,0
3,1,5,False,3
4,2,20,False,6
5,3,4,False,4
6,4,7,False,1
7,5,6,False,2
8,6,2,False,6
9,7,7,False,1
10,8,4,False,4
11,9,3,False,5
12,10,4,False,4
13,11,0,False,0
14,12,2,False,6
15,13,0,False,0
16,14,6,False,2
17,15,0,False,0
18,16,6,False,2
19,17,0,False,0
20,18,0,False,0
21,19,7,False,1
22,20,0,False,0
23,21,3,False,5
24,22,0,False,0
25,23,3,False,5
26,24,7,False,1
27,25,0,False,0
28,26,0,False,0
29,27,0,False,0
30,28,4,False,4
31,29,6,False,2
32,30,0,False,0
33,31,0,False,0
34,32,0,False,0
35,33,2,False,6
36,34,0,False,0
37,35,5,False,3
38,36,0,False,0
39,37,5,False,3
40,38,6,False,2
41,39,7,False,1
42,40,0,False,0
43,41,0,False,0
44,42,0,False,0
45,43,5,False,3
46,44,6,False,2
47,45,7,False,1
48,46,3,False,5
49,47,0,False,0
50,48,0,False,0
51,49,2,False,6
52,50,0,False,0
53,51,0,False,0
54,52,6,False,2
55,53,4,False,4
56,54,0,False,0
57,55,2,False,6
58,56,6,False,2
59,57,0,False,0
60,58,0,False,0
61,59,0,False,0
62,60,5,False,3
63,61,3,False,5
64,62,0,False,0
65,63,0,False,0
66,64,4,False,4
67,65,0,False,0
68,66,0,False,0
69,67,0,False,0
70,68,4,False,4
71,69,2,False,6
72,70,3,False,5
73,71,7,False,1
74,72,0,False,0
75,73,4,False,4
76,74,0,False,0
77,75,0,False,0
78,76,5,False,3
79,77,7,False,1
80,78,7,False,1
81,79,0,False,0
82,80,0,False,0
83,81,6,False,2
84,82,0,False,0
85,83,0,False,0
86,84,0,False,0
87,85,4,False,4
88,86,0,False,0
89,87,2,False,6
90,88,3,False,5
91,89,2,False,6
92,90,3,False,5
93,91,2,False,6
94,92,0,False,0
95,93,0,False,0
96,94,5,False,3
97,95,3,False,5
98,96,0,False,0
99,97,7,False,1
100,98,0,False,0
101,99,0,False,0
1,id,select_time,isRichResource,last_select
2,0,0,False,0
3,1,0,False,0
4,2,20,False,6
5,3,7,False,1
6,4,0,False,0
7,5,0,False,0
8,6,0,False,0
9,7,3,False,5
10,8,6,False,2
11,9,7,False,1
12,10,0,False,0
13,11,2,False,6
14,12,0,False,0
15,13,0,False,0
16,14,3,False,5
17,15,6,False,2
18,16,0,False,0
19,17,2,False,6
20,18,0,False,0
21,19,2,False,6
22,20,0,False,0
23,21,6,False,2
24,22,0,False,0
25,23,7,False,1
26,24,0,False,0
27,25,0,False,0
28,26,5,False,3
29,27,0,False,0
30,28,3,False,5
31,29,7,False,1
32,30,0,False,0
33,31,4,False,4
34,32,5,False,3
35,33,3,False,5
36,34,4,False,4
37,35,7,False,1
38,36,5,False,3
39,37,0,False,0
40,38,5,False,3
41,39,6,False,2
42,40,6,False,2
43,41,0,False,0
44,42,0,False,0
45,43,0,False,0
46,44,0,False,0
47,45,0,False,0
48,46,4,False,4
49,47,6,False,2
50,48,0,False,0
51,49,2,False,6
52,50,6,False,2
53,51,0,False,0
54,52,7,False,1
55,53,0,False,0
56,54,0,False,0
57,55,0,False,0
58,56,4,False,4
59,57,7,False,1
60,58,0,False,0
61,59,4,False,4
62,60,4,False,4
63,61,4,False,4
64,62,3,False,5
65,63,0,False,0
66,64,5,False,3
67,65,0,False,0
68,66,4,False,4
69,67,5,False,3
70,68,0,False,0
71,69,5,False,3
72,70,0,False,0
73,71,0,False,0
74,72,6,False,2
75,73,7,False,1
76,74,2,False,6
77,75,0,False,0
78,76,6,False,2
79,77,5,False,3
80,78,0,False,0
81,79,3,False,5
82,80,7,False,1
83,81,0,False,0
84,82,3,False,5
85,83,0,False,0
86,84,0,False,0
87,85,0,False,0
88,86,0,False,0
89,87,2,False,6
90,88,3,False,5
91,89,0,False,0
92,90,2,False,6
93,91,0,False,0
94,92,5,False,3
95,93,2,False,6
96,94,3,False,5
97,95,0,False,0
98,96,0,False,0
99,97,7,False,1
100,98,0,False,0
101,99,4,False,4
1,id,select_time,isRichResource,last_select
2,0,0,False,0
3,1,0,False,0
4,2,20,False,6
5,3,2,False,6
6,4,7,False,1
7,5,3,False,5
8,6,5,False,3
9,7,4,False,4
10,8,0,False,0
11,9,4,False,4
12,10,0,False,0
13,11,0,False,0
14,12,7,False,1
15,13,5,False,3
16,14,3,False,5
17,15,0,False,0
18,16,2,False,6
19,17,0,False,0
20,18,0,False,0
21,19,6,False,2
22,20,0,False,0
23,21,0,False,0
24,22,5,False,3
25,23,0,False,0
26,24,0,False,0
27,25,2,False,6
28,26,6,False,2
29,27,2,False,6
30,28,6,False,2
31,29,0,False,0
32,30,6,False,2
33,31,7,False,1
34,32,6,False,2
35,33,4,False,4
36,34,6,False,2
37,35,0,False,0
38,36,4,False,4
