2,global_rounds,id_list
3,0,"[56, 50, 10, 17, 85, 80, 8, 13, 14, 96, 2, 55, 53, 16, 46, 76, 18, 63, 73, 94, 93, 67, 48, 87, 29, 70, 42, 77, 79, 24, 22, 90, 78, 35, 6, 3, 65, 34, 92, 84, 27, 64, 19, 72, 54, 74, 91, 60, 31, 11]"
4,1,"[37, 36, 39, 23, 19, 84, 70, 7, 41, 17, 10, 92, 28, 31, 0, 62, 68, 22, 24, 99, 56, 61, 14, 55, 82, 66, 74, 64, 51, 89, 48, 59, 67, 6, 1, 73, 12, 40, 50, 91, 8, 85, 96, 80, 86, 9, 32, 33, 3, 4]"
5,2,"[18, 52, 84, 61, 89, 48, 91, 16, 15, 57, 94, 96, 53, 76, 7, 25, 81, 74, 26, 8, 43, 47, 65, 72, 98, 46, 68, 77, 11, 99, 27, 45, 5, 21, 64, 39, 56, 6, 85, 31, 1, 49, 71, 79, 19, 50, 41, 2, 13, 29]"
6,3,"[10, 97, 59, 86, 95, 77, 85, 15, 23, 88, 27, 43, 51, 42, 4, 41, 89, 73, 11, 18, 92, 94, 96, 44, 25, 91, 74, 98, 20, 56, 28, 67, 76, 75, 3, 32, 37, 14, 33, 78, 81, 6, 60, 50, 7, 80, 82, 19, 84, 46]"
7,4,"[73, 43, 31, 55, 4, 96, 2, 15, 19, 56, 44, 86, 58, 16, 39, 21, 45, 97, 9, 90, 75, 98, 22, 79, 52, 46, 91, 5, 35, 13, 63, 24, 36, 88, 81, 42, 62, 7, 26, 49, 66, 14, 47, 57, 41, 94, 18, 65, 67, 87]"
8,5,"[55, 24, 31, 86, 4, 9, 45, 32, 43, 81, 40, 95, 98, 46, 85, 82, 88, 26, 38, 35, 68, 30, 91, 83, 42, 2, 20, 44, 62, 70, 99, 92, 15, 23, 58, 89, 78, 72, 96, 6, 22, 69, 97, 36, 94, 50, 21, 71, 11, 52]"
9,6,"[54, 18, 57, 88, 77, 56, 86, 69, 76, 47, 97, 6, 38, 46, 85, 98, 3, 43, 70, 87, 64, 78, 95, 63, 83, 31, 19, 52, 91, 61, 39, 2, 21, 92, 62, 16, 22, 17, 79, 29, 49, 84, 28, 60, 23, 53, 20, 59, 71, 58]"
10,7,"[13, 46, 95, 98, 0, 30, 59, 64, 71, 22, 50, 84, 43, 86, 2, 52, 36, 81, 16, 88, 28, 49, 11, 60, 39, 76, 21, 35, 94, 14, 74, 10, 97, 27, 58, 15, 24, 80, 92, 70, 51, 89, 5, 75, 1, 63, 54, 40, 8, 78]"
11,8,"[34, 27, 93, 69, 80, 44, 89, 88, 62, 81, 25, 5, 2, 9, 73, 20, 64, 96, 60, 58, 3, 50, 59, 98, 71, 19, 68, 41, 99, 79, 7, 40, 4, 70, 6, 95, 24, 53, 87, 11, 61, 26, 56, 75, 92, 66, 37, 57, 84, 86]"
12,9,"[5, 1, 80, 78, 98, 88, 67, 94, 19, 24, 16, 22, 33, 20, 82, 57, 27, 36, 6, 53, 58, 63, 35, 31, 83, 17, 38, 95, 25, 28, 14, 66, 68, 60, 0, 59, 41, 77, 42, 81, 56, 10, 52, 76, 61, 3, 4, 90, 86, 62]"
13,10,"[4, 92, 97, 81, 41, 26, 90, 85, 61, 38, 31, 8, 15, 37, 91, 70, 69, 2, 75, 55, 78, 14, 7, 27, 29, 68, 12, 36, 73, 56, 94, 40, 74, 25, 95, 66, 33, 22, 72, 18, 6, 54, 39, 35, 80, 52, 58, 65, 63, 49]"
14,11,"[61, 92, 83, 32, 39, 18, 82, 96, 51, 24, 12, 69, 81, 38, 77, 65, 98, 29, 63, 10, 44, 17, 5, 15, 71, 49, 6, 89, 76, 93, 23, 55, 91, 0, 1, 35, 26, 86, 58, 43, 62, 7, 59, 57, 60, 64, 19, 66, 13, 14]"
15,12,"[32, 98, 74, 48, 27, 89, 56, 97, 23, 72, 25, 63, 24, 17, 59, 95, 18, 40, 44, 78, 46, 64, 58, 83, 38, 52, 20, 85, 31, 60, 50, 21, 45, 55, 73, 82, 69, 67, 33, 49, 26, 81, 57, 7, 5, 30, 1, 96, 0, 6]"
16,13,"[68, 81, 15, 85, 24, 99, 6, 33, 8, 83, 61, 90, 94, 9, 66, 12, 34, 98, 51, 0, 17, 73, 26, 79, 55, 42, 20, 77, 56, 30, 22, 16, 37, 80, 11, 23, 75, 91, 63, 53, 54, 40, 49, 41, 4, 58, 25, 82, 97, 31]"
17,14,"[71, 63, 70, 4, 74, 46, 19, 41, 73, 31, 10, 38, 88, 26, 58, 8, 42, 11, 93, 35, 80, 99, 54, 76, 50, 17, 85, 59, 25, 98, 48, 89, 13, 91, 28, 61, 7, 53, 45, 6, 15, 86, 32, 94, 20, 67, 16, 0, 39, 29]"
18,15,"[77, 88, 24, 22, 64, 27, 11, 47, 40, 5, 31, 61, 53, 97, 4, 2, 18, 96, 52, 62, 86, 29, 78, 54, 69, 46, 33, 99, 89, 14, 98, 55, 90, 95, 13, 50, 23, 26, 10, 93, 83, 51, 36, 41, 70, 25, 39, 17, 67, 59]"
19,16,"[31, 30, 90, 25, 77, 26, 42, 20, 62, 60, 37, 78, 21, 92, 88, 63, 34, 58, 70, 45, 61, 4, 47, 9, 49, 79, 89, 69, 81, 44, 7, 48, 55, 23, 84, 59, 98, 51, 33, 35, 72, 86, 80, 97, 57, 56, 67, 6, 28, 52]"
20,17,"[4, 42, 91, 63, 70, 39, 49, 64, 2, 10, 21, 75, 0, 68, 24, 55, 9, 77, 99, 12, 78, 26, 30, 58, 93, 15, 59, 86, 25, 57, 82, 72, 44, 94, 80, 74, 43, 7, 1, 90, 56, 98, 76, 95, 54, 67, 51, 6, 89, 66]"
21,18,"[2, 53, 74, 17, 20, 89, 75, 43, 28, 78, 88, 84, 76, 87, 67, 71, 35, 41, 15, 56, 85, 0, 12, 66, 93, 95, 65, 42, 45, 59, 91, 52, 30, 22, 23, 33, 5, 16, 31, 94, 55, 8, 51, 44, 86, 69, 4, 82, 81, 25]"
22,19,"[81, 98, 44, 65, 15, 47, 22, 49, 29, 70, 58, 8, 69, 2, 63, 31, 36, 64, 12, 38, 5, 94, 50, 28, 66, 83, 89, 27, 95, 86, 20, 3, 43, 18, 77, 54, 37, 73, 39, 32, 99, 68, 6, 82, 71, 88, 46, 7, 21, 87]"
23,20,"[52, 94, 60, 92, 63, 5, 91, 66, 6, 83, 25, 29, 31, 64, 89, 51, 56, 76, 85, 20, 61, 35, 15, 1, 14, 9, 50, 87, 95, 0, 22, 62, 58, 11, 47, 72, 3, 70, 23, 77, 84, 68, 86, 2, 65, 93, 55, 18, 28, 43]"
