1,id,select_time,isRichResource,last_select
2,0,1,False,14
3,1,0,True,0
4,2,1,False,17
5,3,13,False,18
6,4,0,False,0
7,5,0,False,0
8,6,0,False,0
9,7,0,False,0
10,8,0,False,0
11,9,0,False,0
12,10,7,True,17
13,11,7,True,15
14,12,0,False,0
15,13,2,True,1
16,14,1,False,8
17,15,0,False,0
18,16,3,False,20
19,17,0,False,0
20,18,0,True,0
21,19,0,False,0
22,20,1,False,11
23,21,1,False,9
24,22,4,True,3
25,23,0,True,0
26,24,14,False,20
27,25,0,False,0
28,26,0,False,0
29,27,0,False,0
30,28,0,False,0
31,29,14,False,16
32,30,0,False,0
33,31,0,False,0
34,32,0,True,0
35,33,0,False,0
36,34,0,False,0
37,35,0,False,0
38,36,0,True,0
39,37,1,False,20
40,38,0,False,0
41,39,0,False,0
42,40,0,False,0
43,41,0,False,0
44,42,0,True,0
45,43,0,False,0
46,44,0,False,0
47,45,0,False,0
48,46,19,False,20
49,47,2,False,17
50,48,0,False,0
51,49,0,False,0
52,50,15,False,14
53,51,1,False,19
54,52,0,True,0
55,53,0,False,0
56,54,0,False,0
57,55,0,True,0
58,56,0,False,0
59,57,0,False,0
60,58,19,False,20
61,59,0,False,0
62,60,0,False,0
63,61,0,False,0
64,62,21,True,20
65,63,0,False,0
66,64,0,False,0
67,65,0,False,0
68,66,0,False,0
69,67,0,False,0
70,68,0,True,0
71,69,0,False,0
72,70,5,False,20
73,71,0,False,0
74,72,0,False,0
75,73,0,False,0
76,74,15,False,20
77,75,0,False,0
78,76,0,False,0
79,77,0,False,0
80,78,0,False,0
81,79,0,False,0
82,80,0,True,0
83,81,0,False,0
84,82,0,False,0
85,83,9,False,20
86,84,0,False,0
87,85,1,True,13
88,86,10,False,15
89,87,9,False,19
90,88,0,False,0
91,89,0,False,0
92,90,1,False,6
93,91,0,True,0
94,92,0,True,0
95,93,1,False,4
96,94,0,False,0
97,95,0,True,0
98,96,11,False,20
99,97,0,True,0
100,98,0,False,0
101,99,1,False,12
1,id,select_time,isRichResource,last_select
2,0,0,False,0
3,1,1,True,32
4,2,0,False,0
5,3,1,False,10
6,4,1,False,39
7,5,0,False,0
8,6,12,False,50
9,7,0,False,0
10,8,0,False,0
11,9,1,False,44
12,10,5,True,38
13,11,0,True,0
14,12,0,False,0
15,13,0,True,0
16,14,1,False,41
17,15,0,False,0
18,16,1,False,27
19,17,0,False,0
20,18,0,True,0
21,19,0,False,0
22,20,9,False,47
23,21,15,False,24
24,22,0,True,0
25,23,0,True,0
26,24,1,False,22
27,25,21,False,45
28,26,1,False,2
29,27,0,False,0
30,28,0,False,0
31,29,1,False,46
32,30,6,False,5
33,31,1,False,11
34,32,1,True,34
35,33,0,False,0
36,34,1,False,37
37,35,19,False,23
38,36,49,True,50
39,37,1,False,19
40,38,1,False,25
41,39,1,False,3
42,40,0,False,0
43,41,0,False,0
44,42,1,True,26
45,43,19,False,50
46,44,30,False,45
47,45,0,False,0
48,46,1,False,38
49,47,13,False,12
50,48,11,False,50
51,49,30,False,39
52,50,0,False,0
53,51,0,False,0
54,52,0,True,0
55,53,0,False,0
56,54,1,False,8
57,55,0,True,0
58,56,0,False,0
59,57,0,False,0
60,58,1,False,47
61,59,0,False,0
62,60,1,False,33
63,61,0,False,0
64,62,1,True,49
65,63,1,False,48
66,64,1,False,30
67,65,23,False,50
68,66,8,False,50
69,67,19,False,32
70,68,1,True,20
71,69,5,False,4
72,70,1,False,21
73,71,0,False,0
74,72,35,False,50
75,73,1,False,50
76,74,0,False,0
77,75,33,False,32
78,76,27,False,44
79,77,15,False,14
80,78,1,False,29
81,79,0,False,0
82,80,1,True,45
83,81,7,False,49
84,82,3,False,2
85,83,30,False,50
86,84,0,False,0
87,85,0,True,0
88,86,1,False,6
89,87,0,False,0
90,88,4,False,41
91,89,1,False,13
92,90,14,False,50
93,91,0,True,0
94,92,0,True,0
95,93,0,False,0
96,94,1,False,15
97,95,7,True,34
98,96,0,False,0
99,97,0,True,0
100,98,6,False,36
101,99,4,False,39
1,id,select_time,isRichResource,last_select
2,0,0,True,0
3,1,2,True,1
4,2,1,False,25
5,3,0,False,0
6,4,0,False,0
7,5,1,False,23
8,6,19,False,50
9,7,1,False,38
10,8,1,False,24
11,9,0,False,0
12,10,7,False,47
13,11,0,False,0
14,12,0,False,0
15,13,1,False,14
16,14,1,False,50
17,15,1,False,35
18,16,0,True,0
19,17,0,False,0
20,18,1,False,42
21,19,0,False,0
22,20,1,False,18
23,21,0,False,0
24,22,9,False,36
25,23,1,False,45
26,24,1,False,41
27,25,1,False,15
28,26,1,False,19
29,27,0,False,0
30,28,0,False,0
31,29,11,False,50
32,30,1,False,48
33,31,0,False,0
34,32,46,False,47
35,33,0,False,0
36,34,0,False,0
37,35,0,True,0
38,36,1,False,11
39,37,0,True,0
40,38,1,False,22
41,39,0,False,0
42,40,1,False,37
43,41,0,True,0
44,42,1,False,43
45,43,0,False,0
46,44,0,False,0
47,45,0,True,0
48,46,1,True,28
49,47,20,True,20
50,48,0,False,0
51,49,1,False,49
52,50,18,False,50
53,51,1,False,9
54,52,39,False,40
55,53,0,False,0
56,54,0,False,0
57,55,4,False,5
58,56,4,False,3
59,57,3,True,2
60,58,1,False,44
61,59,0,False,0
62,60,38,False,47
63,61,12,False,12
64,62,1,False,30
65,63,1,False,34
66,64,27,False,26
67,65,31,True,50
68,66,4,False,50
